가맹점주소,location,lat,lon
서울특별시 성동구 상원8길 1,"상원8길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5491613,127.0489032
서울특별시 성동구 상원길 52,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 54,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 60,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 성수동2가,"성수동2가, 성수2가1동, 성동구, 서울특별시, 04781, 대한민국",37.54048,127.05601
서울특별시 성동구 장터3길 8,"장터3길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04730, 대한민국",37.5486038,127.0209174
서울특별시 성동구 장터길 23,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 25,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 30,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 37,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 47,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 49,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 행당로 38,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 79,"성산중앙장로교회, 79, 행당로, 행당동, 행당2동, 성동구, 서울특별시, 04713, 대한민국",37.5585608,127.0292869
서울특별시 성동구 무수막길,"무수막길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04729, 대한민국",37.5508993,127.0231793
서울특별시 성동구 상원12길,"상원12길, 성수1가2동, 성동구, 서울특별시, 04791, 대한민국",37.550149,127.0509193
서울특별시 성동구 금호로 151,"홍짜장, 151, 금호로, 금호동1가, 금호2·3가동, 성동구, 서울특별시, 04721, 대한민국",37.5543106,127.0201389
서울특별시 성동구 금호로 168,"먹태의꿈, 168, 금호로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04723, 대한민국",37.5557842,127.020189
서울특별시 성동구 금호로 17,"해양, 17, 금호로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5464487,127.024023
서울특별시 성동구 금호로 40,"깐부치킨(금호점), 40, 금호로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5467074,127.0255505
서울특별시 성동구 금호로 45,"금호로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5451838,127.0245198
서울특별시 성동구 금호로 84,"금호로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.5501709,127.0262284
서울특별시 성동구 금호로 86,"금호로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5451838,127.0245198
서울특별시 성동구 난계로 32,"지코바 금호1호점, 32, 난계로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.5552563,127.0251176
서울특별시 성동구 난계로 35,"난계로, 행당2동, 성동구, 서울특별시, 04582, 대한민국",37.5574255,127.0246922
서울특별시 성동구 난계로 97,"지영할린마트, 97-2, 난계로, 하왕십리동, 왕십리2동, 성동구, 서울특별시, 04582, 대한민국",37.5607538,127.0235943
서울특별시 성동구 둘레5길 15,"둘레5길, 성수1가1동, 성동구, 서울특별시, 04774, 대한민국",37.5378251,127.0480121
서울특별시 성동구 뚝섬로 404,"뚝섬로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5443126,127.0238038
서울특별시 성동구 마장로 137,"텐즈힐, 137, 마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.568846,127.0244018
서울특별시 성동구 마장로 192,"마장로, 9통, 왕십리도선동, 성동구, 서울특별시, 04706, 대한민국",37.5660505,127.0342989
서울특별시 성동구 마장로 199,"마장로, 9통, 왕십리도선동, 성동구, 서울특별시, 04706, 대한민국",37.5660505,127.0342989
서울특별시 성동구 마장로 211,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 223,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 227,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 232,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 283,"하은네분식, 283, 마장로, 마장동, 성동구, 서울특별시, 04759, 대한민국",37.5656594,127.041434
서울특별시 성동구 마장로 296,"마장로, 9통, 왕십리도선동, 성동구, 서울특별시, 04706, 대한민국",37.5660505,127.0342989
서울특별시 성동구 마장로 321,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 326,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마조로 21,"쏘러스(Saurros), 21, 마조로, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5599078,127.040828
서울특별시 성동구 마조로 27,"마조로, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5590802,127.0411766
서울특별시 성동구 마조로 34,"본도시락, 34, 마조로, 사근동, 성동구, 서울특별시, 04759, 대한민국",37.5607122,127.0415128
서울특별시 성동구 마조로 55,"마조로, 사근동, 성동구, 서울특별시, 04760, 대한민국",37.5589147,127.0403463
서울특별시 성동구 매봉길 13,"매봉길, 옥수동, 성동구, 서울특별시, 04731, 대한민국",37.546498,127.013437
서울특별시 성동구 매봉길 16,"매봉길, 금호동4가, 금호4가동, 성동구, 서울특별시, 04734, 대한민국",37.5457482,127.015538
서울특별시 성동구 매봉길 22,"매봉길, 금호동4가, 금호4가동, 성동구, 서울특별시, 04734, 대한민국",37.5457482,127.015538
서울특별시 성동구 무학로 10,"10-15, 무학로, 1통, 왕십리도선동, 성동구, 서울특별시, 04707, 대한민국",37.5652367,127.0305603
서울특별시 성동구 무학로 36,"한국집식당, 36, 무학로, 12통, 왕십리도선동, 성동구, 서울특별시, 04707, 대한민국",37.5674387,127.0303995
서울특별시 성동구 사근동 178,"사근동, 성동구, 서울특별시, 대한민국",37.5589948,127.0480281
서울특별시 성동구 사근동11길,"사근동11길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5630813,127.0469001
서울특별시 성동구 사근동길 4,"사근동길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5609236,127.0454922
서울특별시 성동구 상왕십리동,"상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5683106,127.0245724
서울특별시 성동구 상원10길 6,"상원10길, 성수1가2동, 성동구, 서울특별시, 04791, 대한민국",37.5496428,127.0493793
서울특별시 성동구 상원10길 8,"상원10길, 성수1가2동, 성동구, 서울특별시, 04791, 대한민국",37.5496428,127.0493793
서울특별시 성동구 상원1길 15,"남매칼국수, 15-1, 상원1길, 성수1가2동, 성동구, 서울특별시, 04778, 대한민국",37.5452185,127.0485972
서울특별시 성동구 상원2길 5,"상원2길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5461673,127.0495356
서울특별시 성동구 상원6길 4,"상원6길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5488081,127.0492651
서울특별시 성동구 상원길 11,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 19,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 24,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 39,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 51,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 59,"59, 상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5493188,127.047883
서울특별시 성동구 상원길 64,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 상원길 66,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
서울특별시 성동구 성수1가1동,"성수1가1동, 성동구, 서울특별시, 대한민국",37.5416233,127.0387072
서울특별시 성동구 아차산로 6,"아차산로, 성수2가3동, 성동구, 서울특별시, 04794, 대한민국",37.5447373,127.0552669
서울특별시 성동구 용답19길 5,"용답19길, 용답동, 성동구, 서울특별시, 04805, 대한민국",37.5631277,127.0521417
서울특별시 성동구 용답동 5-3,"용답동, 성동구, 서울특별시, 대한민국",37.5613328,127.0580146
서울특별시 성동구 장터길 39,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 46,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 행당로 103,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 119,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 129,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 76,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 82,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 행당로 84,"칠월의 복숭아, 84, 행당로, 행당2동, 성동구, 서울특별시, 04713, 대한민국",37.5566293,127.0288613
서울특별시 성동구 행당로 87,"행당로, 행당2동, 성동구, 서울특별시, 04718, 대한민국",37.5556422,127.025348
서울특별시 성동구 금호동1가,"금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.55286,127.02393
서울특별시 성동구 금호동4가,"금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.54479,127.02339
서울특별시 성동구 금호산2길,"금호산2길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04729, 대한민국",37.5489855,127.0230991
서울특별시 성동구 마조로5길,"마조로5길, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5600245,127.0402536
서울특별시 성동구 무학로2길,"무학로2길, 2통, 왕십리도선동, 성동구, 서울특별시, 04710, 대한민국",37.5640459,127.0317206
서울특별시 성동구 무학로8길,"무학로8길, 9통, 왕십리도선동, 성동구, 서울특별시, 04708, 대한민국",37.5655005,127.033265
서울특별시 성동구 금호로 100,"금호로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.5501709,127.0262284
서울특별시 성동구 금호로 102,"덮덮밥 금호점, 102, 금호로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.5516056,127.0262657
서울특별시 성동구 금호로 164,"금호로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04718, 대한민국",37.5501709,127.0262284
서울특별시 성동구 금호로 47-1,"금호로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5451838,127.0245198
서울특별시 성동구 금호산길 62,"금호산길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04726, 대한민국",37.5514658,127.019362
서울특별시 성동구 금호산길 71,"금호산길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04726, 대한민국",37.5514658,127.019362
서울특별시 성동구 동일로 143,"그린웰빙한식부페, 143, 동일로, 성수2가3동, 성동구, 서울특별시, 05020, 대한민국",37.5453685,127.0653672
서울특별시 성동구 동일로 265,"대영부동산.싱싱생고기;싱싱생고기, 265, 동일로, 송정동, 성동구, 서울특별시, 05000, 대한민국",37.5552898,127.0710993
서울특별시 성동구 동호로 102,"동호로, 옥수동, 성동구, 서울특별시, 04736, 대한민국",37.5390534,127.0189636
서울특별시 성동구 동호로 93,"동호로, 옥수동, 성동구, 서울특별시, 04736, 대한민국",37.5390534,127.0189636
서울특별시 성동구 둘레11길 26,"둘레11길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5366413,127.0519392
서울특별시 성동구 둘레15길 14,"둘레15길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04784, 대한민국",37.5360075,127.0556599
서울특별시 성동구 둘레15길 16,"둘레15길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04784, 대한민국",37.5360075,127.0556599
서울특별시 성동구 뚝섬로 321,"국수전문점, 321, 뚝섬로, 성수동1가, 성수1가1동, 성동구, 서울특별시, 04779, 대한민국",37.5412291,127.0466449
서울특별시 성동구 뚝섬로 337,"뚝섬로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5443126,127.0238038
서울특별시 성동구 뚝섬로 338,"뚝섬로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5443126,127.0238038
서울특별시 성동구 뚝섬로 389,"한촌설렁탕성수뚝도점, 389, 뚝섬로, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04781, 대한민국",37.5392424,127.0540877
서울특별시 성동구 뚝섬로 392,"뚝섬로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5443126,127.0238038
서울특별시 성동구 뚝섬로 426,"뚝섬로, 금호동4가, 금호4가동, 성동구, 서울특별시, 04743, 대한민국",37.5443126,127.0238038
서울특별시 성동구 뚝섬로 447,"한돈정육식당, 447, 뚝섬로, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04784, 대한민국",37.5378302,127.060336
서울특별시 성동구 마장로 185,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 228,"원조설렁탕, 228-23, 마장로, 8통, 왕십리도선동, 성동구, 서울특별시, 04709, 대한민국",37.5658122,127.0355902
서울특별시 성동구 마장로 231,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 244,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 274,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 280,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 284,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 285,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 299,"마장로, 9통, 왕십리도선동, 성동구, 서울특별시, 04706, 대한민국",37.5660505,127.0342989
서울특별시 성동구 마장로 327,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마장로 328,"마장로, 상왕십리동, 27통, 왕십리도선동, 성동구, 서울특별시, 04700, 대한민국",37.5676976,127.0247771
서울특별시 성동구 마조로 15-2,"마조로, 사근동, 성동구, 서울특별시, 04760, 대한민국",37.5589147,127.0403463
서울특별시 성동구 마조로3길 6,"알촌 한양대점, 6, 마조로3길, 사근동, 성동구, 서울특별시, 04760, 대한민국",37.5585978,127.0401239
서울특별시 성동구 마조로3길 8,"8, 마조로3길, 사근동, 성동구, 서울특별시, 04760, 대한민국",37.5586549,127.039998
서울특별시 성동구 마조로5길 3,"마조로5길, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5600245,127.0402536
서울특별시 성동구 마조로5길 5,"마조로5길, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5600245,127.0402536
서울특별시 성동구 마조로5길 7,"김종용누룽지통닭, 7, 마조로5길, 사근동, 성동구, 서울특별시, 04762, 대한민국",37.5599333,127.040392
서울특별시 성동구 마조로7길 6,"싱싱오징어바다, 6, 마조로7길, 사근동, 성동구, 서울특별시, 04759, 대한민국",37.5608825,127.0407288
서울특별시 성동구 무수막길 3,"무수막길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04729, 대한민국",37.5508993,127.0231793
서울특별시 성동구 무수막길 94,"무수막길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04729, 대한민국",37.5508993,127.0231793
서울특별시 성동구 무수막길 95,"무수막길, 금호동2가, 금호2·3가동, 성동구, 서울특별시, 04729, 대한민국",37.5508993,127.0231793
서울특별시 성동구 무학로 10-1,"무학로, 17통, 왕십리도선동, 성동구, 서울특별시, 02589, 대한민국",37.5691759,127.030254
서울특별시 성동구 무학로6길 5,"5, 무학로6길, 11통, 왕십리도선동, 성동구, 서울특별시, 04709, 대한민국",37.5654904,127.0307567
서울특별시 성동구 무학봉길 83,"무학봉길, 하왕십리동, 왕십리2동, 성동구, 서울특별시, 04582, 대한민국",37.5595367,127.0255042
서울특별시 성동구 무학봉길 88,"무학봉길, 하왕십리동, 왕십리2동, 성동구, 서울특별시, 04582, 대한민국",37.5595367,127.0255042
서울특별시 성동구 사근동8길 8,"다시올치킨, 8, 사근동8길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5604424,127.0467417
서울특별시 성동구 사근동길 55,"사근동길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5609236,127.0454922
서울특별시 성동구 사근동길 58,"사근동길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5609236,127.0454922
서울특별시 성동구 사근동길 6,"라가(RAGA), 6, 사근동길, 사근동, 성동구, 서울특별시, 04761, 대한민국",37.5601514,127.0420376
서울특별시 성동구 살곶이길 40,"살곶이길, 사근동, 성동구, 서울특별시, 04791, 대한민국",37.5553116,127.0494535
서울특별시 성동구 상원12길 12,"예반, 12-1, 상원12길, 성수1가2동, 성동구, 서울특별시, 04791, 대한민국",37.5504515,127.0491793
서울특별시 성동구 상원1길 13,"상원1길, 성수1가2동, 성동구, 서울특별시, 04778, 대한민국",37.5459502,127.0480286
서울특별시 성동구 상원1길 26,"상원1길, 성수1가2동, 성동구, 서울특별시, 04778, 대한민국",37.5459502,127.0480286
서울특별시 성동구 상원1길 33,"상원1길, 성수1가2동, 성동구, 서울특별시, 04778, 대한민국",37.5459502,127.0480286
서울특별시 성동구 상원6길 6-1,"호타루, 6-1, 상원6길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5485149,127.0489195
서울특별시 성동구 성덕정길 25,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 37,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 46,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 75,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 78,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 90,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 91,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성덕정길 99,"성덕정길, 성수동2가, 성수2가1동, 성동구, 서울특별시, 04775, 대한민국",37.5383052,127.0524002
서울특별시 성동구 성수일로 59,"성수일로, 성수1가1동, 성동구, 서울특별시, 04779, 대한민국",37.5442788,127.0488693
서울특별시 성동구 아차산로 87,"아차산로, 성수2가3동, 성동구, 서울특별시, 04787, 대한민국",37.5424621,127.0628702
서울특별시 성동구 아차산로 93,"펀비어킹, 93, 아차산로, 성수2가3동, 성동구, 서울특별시, 04794, 대한민국",37.5453931,127.0538854
서울특별시 성동구 아차산로 96,"청춘 고깃간, 96, 아차산로, 성수2가3동, 성동구, 서울특별시, 04794, 대한민국",37.5445542,127.0544205
서울특별시 성동구 연무장길 17,"모르므로, 17, 연무장길, 성수2가3동, 성동구, 서울특별시, 04782, 대한민국",37.5437662,127.0514702
서울특별시 성동구 왕십리로 78,"왕십리로, 성수1가2동, 성동구, 서울특별시, 04788, 대한민국",37.551665,127.0439581
서울특별시 성동구 용답19길 9,"9, 용답19길, 용답동, 성동구, 서울특별시, 04805, 대한민국",37.5635757,127.0519331
서울특별시 성동구 용답29길 13,"용답29길, 용답동, 성동구, 서울특별시, 04805, 대한민국",37.5658703,127.0527274
서울특별시 성동구 용답동 14-2,"용답동, 성동구, 서울특별시, 대한민국",37.5613328,127.0580146
서울특별시 성동구 용답동 47-1,"용답동, 성동구, 서울특별시, 대한민국",37.5613328,127.0580146
서울특별시 성동구 장터길 25-1,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 38-1,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 39-1,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 장터길 43-3,"장터길, 금호동3가, 금호2·3가동, 성동구, 서울특별시, 04737, 대한민국",37.5483463,127.0181287
서울특별시 성동구 한림말길 17,"한림말길, 옥수동, 성동구, 서울특별시, 04736, 대한민국",37.54072,127.0141674
서울특별시 성동구 행당동 17-7,"행당동, 행당1동, 성동구, 서울특별시, 04744, 대한민국",37.55783,127.03571
서울특별시 성동구 행당로 109,"행당족발, 109, 행당로, 행당동, 행당1동, 성동구, 서울특별시, 04714, 대한민국",37.5580664,127.0310193
서울특별시 성동구 행당로 89,"행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국",37.5553937,127.022195
서울특별시 성동구 매봉길 12,"매봉길, 금호동4가, 금호4가동, 성동구, 서울특별시, 04734, 대한민국",37.5457482,127.015538
서울특별시 성동구 상원길 49,"상원길, 성수1가2동, 성동구, 서울특별시, 04790, 대한민국",37.5454184,127.0491386
